,page_number,index,line_number,sura_number,ayah_number,position,min_x,min_y,max_x,max_y
0,2,1,1,1,1,1,173,397,471,457
1,2,2,1,1,2,1,165,397,173,457
2,2,2,2,1,2,2,221,478,517,538
3,2,3,2,1,3,1,124,478,221,538
4,2,3,3,1,3,2,405,555,517,615
5,2,4,3,1,4,1,226,555,405,615
6,2,5,3,1,5,1,124,555,226,615
7,2,5,4,1,5,2,292,635,517,695
8,2,6,4,1,6,1,124,635,292,695
9,2,6,5,1,6,2,378,716,517,776
10,2,7,5,1,7,1,124,716,378,776
11,2,7,6,1,7,2,130,795,517,855
12,2,8,6,2,1,1,124,795,130,855
13,3,8,1,2,1,2,166,398,472,458
14,3,8,2,2,1,3,435,477,518,537
15,3,9,2,2,2,1,125,477,435,537
16,3,9,3,2,2,2,381,556,518,616
17,3,10,3,2,3,1,125,556,381,616
18,3,10,4,2,3,2,131,634,518,694
19,3,11,4,2,4,1,125,634,131,694
20,3,11,5,2,4,2,125,715,518,775
21,3,11,6,2,4,3,131,792,518,852
22,3,12,6,2,5,1,125,792,131,852
23,4,12,1,2,5,2,29,25,623,85
24,4,13,1,2,6,1,19,25,29,85
25,4,13,2,2,6,2,19,92,623,152
26,4,13,3,2,6,3,466,155,623,215
27,4,14,3,2,7,1,19,155,466,215
28,4,14,4,2,7,2,173,220,623,280
29,4,15,4,2,8,1,19,220,173,280
30,4,15,5,2,8,2,28,287,623,347
31,4,16,5,2,9,1,19,287,28,347
32,4,16,6,2,9,2,20,350,623,410
33,4,16,7,2,9,3,430,417,623,477
34,4,17,7,2,10,1,19,417,430,477
35,4,17,8,2,10,2,149,482,623,542
36,4,18,8,2,11,1,19,482,149,542
37,4,18,9,2,11,2,27,547,623,607
38,4,19,9,2,12,1,19,547,27,607
39,4,19,10,2,12,2,89,613,623,673
40,4,20,10,2,13,1,19,613,89,673
41,4,20,11,2,13,2,19,676,623,736
42,4,20,12,2,13,3,26,743,623,803
43,4,21,12,2,14,1,19,743,26,803
44,4,21,13,2,14,2,19,808,623,868
45,4,21,14,2,14,3,26,871,623,931
46,4,22,14,2,15,1,19,871,26,931
47,4,22,15,2,15,2,28,936,623,996
48,4,23,15,2,16,1,19,936,28,996
49,5,23,1,2,16,2,20,24,623,84
50,5,23,2,2,16,3,370,91,623,151
51,5,24,2,2,17,1,19,91,370,151
52,5,24,3,2,17,2,19,154,623,214
53,5,24,4,2,17,3,386,221,623,281
54,5,25,4,2,18,1,50,221,386,281
55,5,26,4,2,19,1,19,221,50,281
56,5,26,5,2,19,2,19,284,623,344
57,5,26,6,2,19,3,19,351,623,411
58,5,26,7,2,19,4,465,414,623,474
59,5,27,7,2,20,1,19,414,465,474
60,5,27,8,2,20,2,19,479,623,539
61,5,27,9,2,20,3,87,546,623,606
62,5,28,9,2,21,1,19,546,87,606
63,5,28,10,2,21,2,19,610,623,670
64,5,28,11,2,21,3,442,675,623,735
65,5,29,11,2,22,1,19,675,442,735
66,5,29,12,2,22,2,19,740,623,800
67,5,29,13,2,22,3,206,807,623,867
68,5,30,13,2,23,1,19,807,206,867
69,5,30,14,2,23,2,19,870,623,930
70,5,30,15,2,23,3,29,937,623,997
71,5,31,15,2,24,1,19,937,29,997
72,6,31,1,2,24,2,19,25,623,85
73,6,31,2,2,24,3,222,92,623,152
74,6,32,2,2,25,1,19,92,222,152
75,6,32,3,2,25,2,19,155,623,215
76,6,32,4,2,25,3,19,222,623,282
77,6,32,5,2,25,4,19,287,623,347
78,6,32,6,2,25,5,488,350,623,410
79,6,33,6,2,26,1,19,350,488,410
80,6,33,7,2,26,2,19,417,623,477
81,6,33,8,2,26,3,19,480,623,540
82,6,33,9,2,26,4,28,545,623,605
83,6,34,9,2,27,1,19,545,28,605
84,6,34,10,2,27,2,19,613,623,673
85,6,34,11,2,27,3,19,678,623,738
86,6,34,12,2,27,4,418,743,623,803
87,6,35,12,2,28,1,19,743,418,803
88,6,35,13,2,28,2,27,808,623,868
89,6,36,13,2,29,1,19,808,27,868
90,6,36,14,2,29,2,19,871,623,931
91,6,36,15,2,29,3,28,938,623,998
92,6,37,15,2,30,1,19,938,28,998
93,7,37,1,2,30,2,19,26,623,86
94,7,37,2,2,30,3,19,91,623,151
95,7,37,3,2,30,4,84,154,623,214
96,7,38,3,2,31,1,19,154,84,214
97,7,38,4,2,31,2,19,219,623,279
98,7,38,5,2,31,3,265,284,623,344
99,7,39,5,2,32,1,19,284,265,344
100,7,39,6,2,32,2,194,351,623,411
101,7,40,6,2,33,1,19,351,194,411
102,7,40,7,2,33,2,19,414,623,474
103,7,40,8,2,33,3,26,479,623,539
104,7,41,8,2,34,1,19,479,26,539
105,7,41,9,2,34,2,19,546,623,606
106,7,41,10,2,34,3,272,610,623,670
107,7,42,10,2,35,1,19,610,272,670
108,7,42,11,2,35,2,19,675,623,735
109,7,42,12,2,35,3,207,740,623,800
110,7,43,12,2,36,1,19,740,207,800
111,7,43,13,2,36,2,19,805,623,865
112,7,43,14,2,36,3,92,872,623,932
113,7,44,14,2,37,1,19,872,92,932
114,7,44,15,2,37,2,28,937,623,997
115,7,45,15,2,38,1,19,937,28,997
116,8,45,1,2,38,2,19,25,623,85
117,8,45,2,2,38,3,183,90,623,150
118,8,46,2,2,39,1,19,90,183,150
119,8,46,3,2,39,2,29,157,623,217
120,8,47,3,2,40,1,19,157,29,217
121,8,47,4,2,40,2,19,222,623,282
122,8,47,5,2,40,3,144,287,623,347
123,8,48,5,2,41,1,19,287,144,347
124,8,48,6,2,41,2,19,350,623,410
125,8,48,7,2,41,3,266,417,623,477
126,8,49,7,2,42,1,19,417,266,477
127,8,49,8,2,42,2,290,480,623,540
128,8,50,8,2,43,1,19,480,290,540
129,8,50,9,2,43,2,355,547,623,607
130,8,51,9,2,44,1,19,547,355,607
131,8,51,10,2,44,2,194,611,623,671
132,8,52,10,2,45,1,19,611,194,671
133,8,52,11,2,45,2,165,678,623,738
134,8,53,11,2,46,1,19,678,165,738
135,8,53,12,2,46,2,199,743,623,803
136,8,54,12,2,47,1,19,743,199,803
137,8,54,13,2,47,2,25,806,623,866
138,8,55,13,2,48,1,19,806,25,866
139,8,55,14,2,48,2,19,873,623,933
140,8,55,15,2,48,3,28,938,623,998
141,8,56,15,2,49,1,19,938,28,998
142,9,56,1,2,49,2,19,24,623,84
143,9,56,2,2,49,3,19,89,623,149
144,9,56,3,2,49,4,457,154,623,214
145,9,57,3,2,50,1,19,154,457,214
146,9,57,4,2,50,2,337,221,623,281
147,9,58,4,2,51,1,19,221,337,281
148,9,58,5,2,51,2,122,286,623,346
149,9,59,5,2,52,1,19,286,122,346
150,9,59,6,2,52,2,202,351,623,411
151,9,60,6,2,53,1,19,351,202,411
152,9,60,7,2,53,2,242,414,623,474
153,9,61,7,2,54,1,19,414,242,474
154,9,61,8,2,54,2,19,479,623,539
155,9,61,9,2,54,3,19,546,623,606
156,9,61,10,2,54,4,72,610,623,670
157,9,62,10,2,55,1,19,610,72,670
158,9,62,11,2,55,2,19,677,623,737
159,9,62,12,2,55,3,317,740,623,800
160,9,63,12,2,56,1,19,740,317,800
161,9,63,13,2,56,2,385,805,623,865
162,9,64,13,2,57,1,19,805,385,865
163,9,64,14,2,57,2,19,870,623,930
164,9,64,15,2,57,3,28,937,623,997
165,9,65,15,2,58,1,19,937,28,997
166,10,65,1,2,58,2,19,25,623,85
167,10,65,2,2,58,3,19,90,623,150
168,10,65,3,2,58,4,272,157,623,217
169,10,66,3,2,59,1,19,157,272,217
170,10,66,4,2,59,2,19,220,623,280
171,10,66,5,2,59,3,290,285,623,345
172,10,67,5,2,60,1,19,285,290,345
173,10,67,6,2,60,2,19,352,623,412
174,10,67,7,2,60,3,19,417,623,477
175,10,67,8,2,60,4,203,480,623,540
176,10,68,8,2,61,1,19,480,203,540
177,10,68,9,2,61,2,19,545,623,605
178,10,68,10,2,61,3,19,611,623,671
179,10,68,11,2,61,4,19,678,623,738
180,10,68,12,2,61,5,19,741,623,801
181,10,68,13,2,61,6,19,808,623,868
182,10,68,14,2,61,7,19,871,623,931
183,10,68,15,2,61,8,29,938,623,998
184,10,69,15,2,62,1,19,938,29,998
185,11,69,1,2,62,2,19,24,623,84
186,11,69,2,2,62,3,19,89,623,149
187,11,69,3,2,62,4,133,156,623,216
188,11,70,3,2,63,1,19,156,133,216
189,11,70,4,2,63,2,19,219,623,279
190,11,70,5,2,63,3,282,286,623,346
191,11,71,5,2,64,1,19,286,282,346
192,11,71,6,2,64,2,27,349,623,409
193,11,72,6,2,65,1,19,349,27,409
194,11,72,7,2,65,2,19,416,623,476
195,11,72,8,2,65,3,352,479,623,539
196,11,73,8,2,66,1,19,479,352,539
197,11,73,9,2,66,2,255,544,623,604
198,11,74,9,2,67,1,19,544,255,604
199,11,74,10,2,67,2,19,612,623,672
200,11,74,11,2,67,3,165,675,623,735
201,11,75,11,2,68,1,19,675,165,735
202,11,75,12,2,68,2,18,740,623,800
203,11,75,13,2,68,3,29,807,623,867
204,11,76,13,2,69,1,19,807,29,867
205,11,76,14,2,69,2,19,870,623,930
206,11,76,15,2,69,3,28,937,623,997
207,11,77,15,2,70,1,19,937,28,997
208,12,77,1,2,70,2,19,27,623,87
209,12,77,2,2,70,3,291,92,623,152
210,12,78,2,2,71,1,19,92,291,152
211,12,78,3,2,71,2,19,155,623,215
212,12,78,4,2,71,3,42,220,623,280
213,12,79,4,2,72,1,19,220,42,280
214,12,79,5,2,72,2,19,285,623,345
215,12,79,6,2,72,3,487,352,623,412
216,12,80,6,2,73,1,19,352,487,412
217,12,80,7,2,73,2,254,415,623,475
218,12,81,7,2,74,1,19,415,254,475
219,12,81,8,2,74,2,19,482,623,542
220,12,81,9,2,74,3,19,547,623,607
221,12,81,10,2,74,4,19,611,623,671
222,12,81,11,2,74,5,428,678,623,738
223,12,82,11,2,75,1,19,678,428,738
224,12,82,12,2,75,2,19,741,623,801
225,12,82,13,2,75,3,321,806,623,866
226,12,83,13,2,76,1,19,806,321,866
227,12,83,14,2,76,2,19,871,623,931
228,12,83,15,2,76,3,28,938,623,998
229,12,84,15,2,77,1,19,938,28,998
230,13,84,1,2,77,2,44,24,623,84
231,13,85,1,2,78,1,19,24,44,84
232,13,85,2,2,78,2,19,91,623,151
233,13,85,3,2,78,3,488,154,623,214
234,13,86,3,2,79,1,19,154,488,214
235,13,86,4,2,79,2,19,221,623,281
236,13,86,5,2,79,3,90,284,623,344
237,13,87,5,2,80,1,19,284,90,344
238,13,87,6,2,80,2,19,351,623,411
239,13,87,7,2,80,3,19,414,623,474
240,13,87,8,2,80,4,461,481,623,541
241,13,88,8,2,81,1,19,481,461,541
242,13,88,9,2,81,2,124,546,623,606
243,13,89,9,2,82,1,19,546,124,606
244,13,89,10,2,82,2,19,612,623,672
245,13,89,11,2,82,3,410,677,623,737
246,13,90,11,2,83,1,19,677,410,737
247,13,90,12,2,83,2,19,742,623,802
248,13,90,13,2,83,3,19,805,623,865
249,13,90,14,2,83,4,19,870,623,930
250,13,90,15,2,83,5,30,935,623,995
251,13,91,15,2,84,1,19,935,30,995
252,14,91,1,2,84,2,19,27,623,87
253,14,91,2,2,84,3,27,92,623,152
254,14,92,2,2,85,1,19,92,27,152
255,14,92,3,2,85,2,19,155,623,215
256,14,92,4,2,85,3,19,222,623,282
257,14,92,5,2,85,4,19,287,623,347
258,14,92,6,2,85,5,19,350,623,410
259,14,92,7,2,85,6,19,415,623,475
260,14,92,8,2,85,7,19,482,623,542
261,14,92,9,2,85,8,486,545,623,605
262,14,93,9,2,86,1,19,545,486,605
263,14,93,10,2,86,2,52,611,623,671
264,14,94,10,2,87,1,19,611,52,671
265,14,94,11,2,87,2,19,678,623,738
266,14,94,12,2,87,3,19,743,623,803
267,14,94,13,2,87,4,19,806,623,866
268,14,94,14,2,87,5,240,871,623,931
269,14,95,14,2,88,1,19,871,240,931
270,14,95,15,2,88,2,29,936,623,996
271,14,96,15,2,89,1,19,936,29,996
272,15,96,1,2,89,2,19,26,623,86
273,15,96,2,2,89,3,19,89,623,149
274,15,96,3,2,89,4,28,154,623,214
275,15,97,3,2,90,1,19,154,28,214
276,15,97,4,2,90,2,19,219,623,279
277,15,97,5,2,90,3,19,286,623,346
278,15,97,6,2,90,4,19,351,623,411
279,15,97,7,2,90,5,486,416,623,476
280,15,98,7,2,91,1,19,416,486,476
281,15,98,8,2,91,2,19,481,623,541
282,15,98,9,2,91,3,19,544,623,604
283,15,98,10,2,91,4,184,612,623,672
284,15,99,10,2,92,1,19,612,184,672
285,15,99,11,2,92,2,19,675,623,735
286,15,99,12,2,92,3,472,740,623,800
287,15,100,12,2,93,1,19,740,472,800
288,15,100,13,2,93,2,19,805,623,865
289,15,100,14,2,93,3,19,870,623,930
290,15,100,15,2,93,4,28,935,623,995
291,15,101,15,2,94,1,19,935,28,995
292,16,101,1,2,94,2,19,25,623,85
293,16,101,2,2,94,3,49,92,623,152
294,16,102,2,2,95,1,19,92,49,152
295,16,102,3,2,95,2,19,155,623,215
296,16,102,4,2,95,3,463,220,623,280
297,16,103,4,2,96,1,19,220,463,280
298,16,103,5,2,96,2,19,285,623,345
299,16,103,6,2,96,3,19,352,623,412
300,16,103,7,2,96,4,466,415,623,475
301,16,104,7,2,97,1,19,415,466,475
302,16,104,8,2,97,2,19,480,623,540
303,16,104,9,2,97,3,358,547,623,607
304,16,105,9,2,98,1,19,547,358,607
305,16,105,10,2,98,2,28,613,623,673
306,16,106,10,2,99,1,19,613,28,673
307,16,106,11,2,99,2,19,676,623,736
308,16,106,12,2,99,3,464,743,623,803
309,16,107,12,2,100,1,19,743,464,803
310,16,107,13,2,100,2,324,806,623,866
311,16,108,13,2,101,1,19,806,324,866
312,16,108,14,2,101,2,19,871,623,931
313,16,108,15,2,101,3,28,936,623,996
314,16,109,15,2,102,1,19,936,28,996
315,17,109,1,2,102,2,19,26,623,86
316,17,109,2,2,102,3,19,89,623,149
317,17,109,3,2,102,4,19,154,623,214
318,17,109,4,2,102,5,19,219,623,279
319,17,109,5,2,102,6,19,286,623,346
320,17,109,6,2,102,7,19,351,623,411
321,17,109,7,2,102,8,19,416,623,476
322,17,109,8,2,102,9,19,479,623,539
323,17,109,9,2,102,10,132,546,623,606
324,17,110,9,2,103,1,19,546,132,606
325,17,110,10,2,103,2,19,610,623,670
326,17,110,11,2,103,3,457,675,623,735
327,17,111,11,2,104,1,19,675,457,735
328,17,111,12,2,104,2,29,742,623,802
329,17,112,12,2,105,1,19,742,29,802
330,17,112,13,2,105,2,19,805,623,865
331,17,112,14,2,105,3,19,870,623,930
332,17,112,15,2,105,4,29,937,623,997
333,17,113,15,2,106,1,19,937,29,997
334,18,113,1,2,106,2,19,27,623,87
335,18,113,2,2,106,3,221,90,623,150
336,18,114,2,2,107,1,19,90,221,150
337,18,114,3,2,107,2,19,155,623,215
338,18,114,4,2,107,3,405,220,623,280
339,18,115,4,2,108,1,19,220,405,280
340,18,115,5,2,108,2,19,287,623,347
341,18,115,6,2,108,3,294,350,623,410
342,18,116,6,2,109,1,19,350,294,410
343,18,116,7,2,109,2,19,415,623,475
344,18,116,8,2,109,3,19,480,623,540
345,18,116,9,2,109,4,19,545,623,605
346,18,116,10,2,109,5,496,613,623,673
347,18,117,10,2,110,1,19,613,496,673
348,18,117,11,2,110,2,19,678,623,738
349,18,117,12,2,110,3,490,741,623,801
350,18,118,12,2,111,1,19,741,490,801
351,18,118,13,2,111,2,19,806,623,866
352,18,118,14,2,111,3,461,873,623,933
353,18,119,14,2,112,1,19,873,461,933
354,18,119,15,2,112,2,28,936,623,996
355,18,120,15,2,113,1,19,936,28,996
356,19,120,1,2,113,2,19,26,623,86
357,19,120,2,2,113,3,19,91,623,151
358,19,120,3,2,113,4,19,156,623,216
359,19,120,4,2,113,5,205,221,623,281
360,19,121,4,2,114,1,19,221,205,281
361,19,121,5,2,114,2,19,286,623,346
362,19,121,6,2,114,3,19,349,623,409
363,19,121,7,2,114,4,155,414,623,474
364,19,122,7,2,115,1,19,414,155,474
365,19,122,8,2,115,2,19,481,623,541
366,19,122,9,2,115,3,509,546,623,606
367,19,123,9,2,116,1,19,546,509,606
368,19,123,10,2,116,2,309,610,623,670
369,19,124,10,2,117,1,19,610,309,670
370,19,124,11,2,117,2,164,677,623,737
371,19,125,11,2,118,1,19,677,164,737
372,19,125,12,2,118,2,19,742,623,802
373,19,125,13,2,118,3,19,805,623,865
374,19,125,14,2,118,4,242,870,623,930
375,19,126,14,2,119,1,19,870,242,930
376,19,126,15,2,119,2,28,935,623,995
377,19,127,15,2,120,1,19,935,28,995
378,20,127,1,2,120,2,19,27,623,87
379,20,127,2,2,120,3,19,92,623,152
380,20,127,3,2,120,4,28,157,623,217
381,20,128,3,2,121,1,19,157,28,217
382,20,128,4,2,121,2,19,220,623,280
383,20,128,5,2,121,3,187,285,623,345
384,20,129,5,2,122,1,19,285,187,345
385,20,129,6,2,122,2,27,350,623,410
386,20,130,6,2,123,1,19,350,27,410
387,20,130,7,2,123,2,19,417,623,477
388,20,130,8,2,123,3,138,480,623,540
389,20,131,8,2,124,1,19,480,138,540
390,20,131,9,2,124,2,19,545,623,605
391,20,131,10,2,124,3,129,613,623,673
392,20,132,10,2,125,1,19,613,129,673
393,20,132,11,2,125,2,19,676,623,736
394,20,132,12,2,125,3,19,743,623,803
395,20,132,13,2,125,4,482,808,623,868
396,20,133,13,2,126,1,19,808,482,868
397,20,133,14,2,126,2,19,873,623,933
398,20,133,15,2,126,3,28,938,623,998
399,20,134,15,2,127,1,19,938,28,998
400,21,134,1,2,127,2,19,26,623,86
401,21,134,2,2,127,3,314,89,623,149
402,21,135,2,2,128,1,19,89,314,149
403,21,135,3,2,128,2,19,154,623,214
404,21,135,4,2,128,3,290,221,623,281
405,21,136,4,2,129,1,19,221,290,281
406,21,136,5,2,129,2,19,286,623,346
407,21,136,6,2,129,3,233,351,623,411
408,21,137,6,2,130,1,19,351,233,411
409,21,137,7,2,130,2,19,416,623,476
410,21,137,8,2,130,3,241,479,623,539
411,21,138,8,2,131,1,19,479,241,539
412,21,138,9,2,131,2,284,544,623,604
413,21,139,9,2,132,1,19,544,284,604
414,21,139,10,2,132,2,19,612,623,672
415,21,139,11,2,132,3,380,675,623,735
416,21,140,11,2,133,1,19,675,380,735
417,21,140,12,2,133,2,19,740,623,800
418,21,140,13,2,133,3,19,805,623,865
419,21,140,14,2,133,4,369,870,623,930
420,21,141,14,2,134,1,19,870,369,930
421,21,141,15,2,134,2,29,937,623,997
422,21,142,15,2,135,1,19,937,29,997
423,22,142,1,2,135,2,19,25,623,85
424,22,142,2,2,135,3,269,90,623,150
425,22,143,2,2,136,1,19,90,269,150
426,22,143,3,2,136,2,19,155,623,215
427,22,143,4,2,136,3,19,222,623,282
428,22,143,5,2,136,4,71,285,623,345
429,22,144,5,2,137,1,19,285,71,345
430,22,144,6,2,137,2,19,350,623,410
431,22,144,7,2,137,3,28,415,623,475
432,22,145,7,2,138,1,19,415,28,475
433,22,145,8,2,138,2,19,482,623,542
434,22,145,9,2,138,3,474,545,623,605
435,22,146,9,2,139,1,19,545,474,605
436,22,146,10,2,139,2,133,611,623,671
437,22,147,10,2,140,1,19,611,133,671
438,22,147,11,2,140,2,19,676,623,736
439,22,147,12,2,140,3,19,741,623,801
440,22,147,13,2,140,4,19,806,623,866
441,22,147,14,2,140,5,435,873,623,933
442,22,148,14,2,141,1,19,873,435,933
443,22,148,15,2,141,2,29,938,623,998
444,22,149,15,2,142,1,19,938,29,998
445,23,149,1,2,142,2,19,36,623,96
446,23,149,2,2,142,3,19,101,623,161
447,23,149,3,2,142,4,400,168,623,228
448,23,150,3,2,143,1,19,168,400,228
449,23,150,4,2,143,2,19,231,623,291
450,23,150,5,2,143,3,19,298,623,358
451,23,150,6,2,143,4,19,363,623,423
452,23,150,7,2,143,5,154,426,623,486
453,23,151,7,2,144,1,19,426,154,486
454,23,151,8,2,144,2,19,491,623,551
455,23,151,9,2,144,3,19,557,623,617
456,23,151,10,2,144,4,19,622,623,682
457,23,151,11,2,144,5,489,689,623,749
458,23,152,11,2,145,1,19,689,489,749
459,23,152,12,2,145,2,19,754,623,814
460,23,152,13,2,145,3,19,819,623,879
461,23,152,14,2,145,4,416,884,623,944
462,23,153,14,2,146,1,19,884,416,944
463,23,153,15,2,146,2,28,949,623,1009
464,23,154,15,2,147,1,19,949,28,1009
465,24,154,1,2,147,2,178,25,623,85
466,24,155,1,2,148,1,19,25,178,85
467,24,155,2,2,148,2,19,92,623,152
468,24,155,3,2,148,3,314,155,623,215
469,24,156,3,2,149,1,19,155,314,215
470,24,156,4,2,149,2,19,222,623,282
471,24,156,5,2,149,3,494,285,623,345
472,24,157,5,2,150,1,19,285,494,345
473,24,157,6,2,150,2,19,352,623,412
474,24,157,7,2,150,3,19,415,623,475
475,24,157,8,2,150,4,283,480,623,540
476,24,158,8,2,151,1,19,480,283,540
477,24,158,9,2,151,2,19,547,623,607
478,24,158,10,2,151,3,422,613,623,673
479,24,159,10,2,152,1,26,613,422,673
480,24,160,10,2,153,1,19,613,26,673
481,24,160,11,2,153,2,27,676,623,736
482,24,161,11,2,154,1,19,676,27,736
483,24,161,12,2,154,2,19,743,623,803
484,24,161,13,2,154,3,479,808,623,868
485,24,162,13,2,155,1,19,808,479,868
486,24,162,14,2,155,2,127,873,623,933
487,24,163,14,2,156,1,19,873,127,933
488,24,163,15,2,156,2,28,938,623,998
489,24,164,15,2,157,1,19,938,28,998
490,25,164,1,2,157,2,27,24,623,84
491,25,165,1,2,158,1,19,24,27,84
492,25,165,2,2,158,2,19,91,623,151
493,25,165,3,2,158,3,19,154,623,214
494,25,165,4,2,158,4,466,219,623,279
495,25,166,4,2,159,1,19,219,466,279
496,25,166,5,2,159,2,19,284,623,344
497,25,166,6,2,159,3,376,349,623,409
498,25,167,6,2,160,1,19,349,376,409
499,25,167,7,2,160,2,130,414,623,474
500,25,168,7,2,161,1,19,414,130,474
501,25,168,8,2,161,2,19,481,623,541
502,25,168,9,2,161,3,399,544,623,604
503,25,169,9,2,162,1,19,544,399,604
504,25,169,10,2,162,2,406,612,623,672
505,25,170,10,2,163,1,19,612,406,672
506,25,170,11,2,163,2,486,677,623,737
507,25,171,11,2,164,1,19,677,486,737
508,25,171,12,2,164,2,19,740,623,800
509,25,171,13,2,164,3,19,807,623,867
510,25,171,14,2,164,4,19,872,623,932
511,25,171,15,2,164,5,28,935,623,995
512,25,172,15,2,165,1,19,935,28,995
513,26,172,1,2,165,2,19,27,623,87
514,26,172,2,2,165,3,19,90,623,150
515,26,172,3,2,165,4,28,157,623,217
516,26,173,3,2,166,1,19,157,28,217
517,26,173,4,2,166,2,19,220,623,280
518,26,173,5,2,166,3,348,287,623,347
519,26,174,5,2,167,1,19,287,348,347
520,26,174,6,2,167,2,19,352,623,412
521,26,174,7,2,167,3,184,417,623,477
522,26,175,7,2,168,1,19,417,184,477
523,26,175,8,2,168,2,19,480,623,540
524,26,175,9,2,168,3,374,545,623,605
525,26,176,9,2,169,1,19,545,374,605
526,26,176,10,2,169,2,268,611,623,671
527,26,177,10,2,170,1,19,611,268,671
528,26,177,11,2,170,2,19,678,623,738
529,26,177,12,2,170,3,216,741,623,801
530,26,178,12,2,171,1,19,741,216,801
531,26,178,13,2,171,2,19,808,623,868
532,26,178,14,2,171,3,366,873,623,933
533,26,179,14,2,172,1,19,873,366,933
534,26,179,15,2,172,2,29,938,623,998
535,26,180,15,2,173,1,19,938,29,998
536,27,180,1,2,173,2,19,24,623,84
537,27,180,2,2,173,3,19,91,623,151
538,27,180,3,2,173,4,454,156,623,216
539,27,181,3,2,174,1,19,156,454,216
540,27,181,4,2,174,2,19,221,623,281
541,27,181,5,2,174,3,19,284,623,344
542,27,181,6,2,174,4,512,349,623,409
543,27,182,6,2,175,1,19,349,512,409
544,27,182,7,2,175,2,215,416,623,476
545,27,183,7,2,176,1,19,416,215,476
546,27,183,8,2,176,2,19,481,623,541
547,27,183,9,2,176,3,493,546,623,606
548,27,184,9,2,177,1,19,546,493,606
549,27,184,10,2,177,2,19,610,623,670
550,27,184,11,2,177,3,19,677,623,737
551,27,184,12,2,177,4,19,740,623,800
552,27,184,13,2,177,5,19,805,623,865
553,27,184,14,2,177,6,19,870,623,930
554,27,184,15,2,177,7,29,937,623,997
555,27,185,15,2,178,1,19,937,29,997
556,28,185,1,2,178,2,19,25,623,85
557,28,185,2,2,178,3,19,90,623,150
558,28,185,3,2,178,4,19,157,623,217
559,28,185,4,2,178,5,43,222,623,282
560,28,186,4,2,179,1,19,222,43,282
561,28,186,5,2,179,2,29,285,623,345
562,28,187,5,2,180,1,19,285,29,345
563,28,187,6,2,180,2,19,352,623,412
564,28,187,7,2,180,3,72,417,623,477
565,28,188,7,2,181,1,19,417,72,477
566,28,188,8,2,181,2,19,482,623,542
567,28,188,9,2,181,3,362,547,623,607
568,28,189,9,2,182,1,19,547,362,607
569,28,189,10,2,182,2,86,613,623,673
570,28,190,10,2,183,1,19,613,86,673
571,28,190,11,2,183,2,19,676,623,736
572,28,190,12,2,183,3,300,743,623,803
573,28,191,12,2,184,1,19,743,300,803
574,28,191,13,2,184,2,19,808,623,868
575,28,191,14,2,184,3,19,871,623,931
576,28,191,15,2,184,4,28,938,623,998
577,28,192,15,2,185,1,19,938,28,998
578,29,192,1,2,185,2,19,24,623,84
579,29,192,2,2,185,3,19,89,623,149
580,29,192,3,2,185,4,19,154,623,214
581,29,192,4,2,185,5,19,219,623,279
582,29,192,5,2,185,6,78,284,623,344
583,29,193,5,2,186,1,19,284,78,344
584,29,193,6,2,186,2,19,349,623,409
585,29,193,7,2,186,3,28,414,623,474
586,29,194,7,2,187,1,19,414,28,474
587,29,194,8,2,187,2,19,481,623,541
588,29,194,9,2,187,3,19,544,623,604
589,29,194,10,2,187,4,19,610,623,670
590,29,194,11,2,187,5,19,675,623,735
591,29,194,12,2,187,6,19,740,623,800
592,29,194,13,2,187,7,19,805,623,865
593,29,194,14,2,187,8,19,872,623,932
594,29,194,15,2,187,9,28,937,623,997
595,29,195,15,2,188,1,19,937,28,997
596,30,195,1,2,188,2,19,25,623,85
597,30,195,2,2,188,3,19,90,623,150
598,30,195,3,2,188,4,298,157,623,217
599,30,196,3,2,189,1,19,157,298,217
600,30,196,4,2,189,2,19,222,623,282
601,30,196,5,2,189,3,19,287,623,347
602,30,196,6,2,189,4,19,352,623,412
603,30,196,7,2,189,5,434,415,623,475
604,30,197,7,2,190,1,19,415,434,475
605,30,197,8,2,190,2,19,482,623,542
606,30,197,9,2,190,3,442,545,623,605
607,30,198,9,2,191,1,19,545,442,605
608,30,198,10,2,191,2,19,611,623,671
609,30,198,11,2,191,3,19,676,623,736
610,30,198,12,2,191,4,19,741,623,801
611,30,198,13,2,191,5,458,808,623,868
612,30,199,13,2,192,1,28,808,458,868
613,30,200,13,2,193,1,19,808,28,868
614,30,200,14,2,193,2,19,871,623,931
615,30,200,15,2,193,3,29,936,623,996
616,30,201,15,2,194,1,19,936,29,996
617,31,201,1,2,194,2,19,26,623,86
618,31,201,2,2,194,3,19,89,623,149
619,31,201,3,2,194,4,148,156,623,216
620,31,202,3,2,195,1,19,156,148,216
621,31,202,4,2,195,2,19,219,623,279
622,31,202,5,2,195,3,340,286,623,346
623,31,203,5,2,196,1,19,286,340,346
624,31,203,6,2,196,2,19,351,623,411
625,31,203,7,2,196,3,19,414,623,474
626,31,203,8,2,196,4,19,481,623,541
627,31,203,9,2,196,5,19,544,623,604
628,31,203,10,2,196,6,19,610,623,670
629,31,203,11,2,196,7,19,677,623,737
630,31,203,12,2,196,8,81,742,623,802
631,31,204,12,2,197,1,19,742,81,802
632,31,204,13,2,197,2,19,807,623,867
633,31,204,14,2,197,3,19,872,623,932
